Exact Source URL,HTTP Status,Title,H1,Primary Intent,Content Type,Historic Equivalent,Final Action,Destination,Why,Human Review Required
/pressure-washing-london,200,,,geographic-service,geographic-service,/pressure-washing-london,KEEP_200,/pressure-washing-london,Registered 200 route — canonical final destination,NO
/pressure-washing-manchester,200,,,geographic-service,geographic-service,/pressure-washing-manchester,KEEP_200,/pressure-washing-manchester,Registered 200 route — canonical final destination,NO
/pressure-washing-sheffield,200,,,geographic-service,geographic-service,/pressure-washing-sheffield,KEEP_200,/pressure-washing-sheffield,Registered 200 route — canonical final destination,NO
/preston-facilities-management,200,,,location,location,/preston-facilities-management,KEEP_200,/preston-facilities-management,Registered 200 route — canonical final destination,NO
/privacy-policy,200,,,legal,legal,/privacy-policy,KEEP_200,/privacy-policy,Registered 200 route — canonical final destination,NO
/property-manager-fm-services,200,,,sector,sector,/property-manager-fm-services,KEEP_200,/property-manager-fm-services,Registered 200 route — canonical final destination,NO
/public-sector-facilities-management,200,,,sector,sector,/public-sector-facilities-management,KEEP_200,/public-sector-facilities-management,Registered 200 route — canonical final destination,NO
/reactive-cleaning-services,200,,,service,service,/reactive-cleaning-services,KEEP_200,/reactive-cleaning-services,Registered 200 route — canonical final destination,NO
/residential-cleaning,200,,,service,service,/residential-cleaning,KEEP_200,/residential-cleaning,Registered 200 route — canonical final destination,NO
/residential-facilities-management,200,,,sector,sector,/residential-facilities-management,KEEP_200,/residential-facilities-management,Registered 200 route — canonical final destination,NO
/residential-fm-lincoln,200,,,location,location,/residential-fm-lincoln,KEEP_200,/residential-fm-lincoln,Registered 200 route — canonical final destination,NO
/restaurant-facilities-management,200,,,sector,sector,/restaurant-facilities-management,KEEP_200,/restaurant-facilities-management,Registered 200 route — canonical final destination,NO
/retail-cleaning,200,,,service,service,/retail-cleaning,KEEP_200,/retail-cleaning,Registered 200 route — canonical final destination,NO
/retail-facilities-management,200,,,sector,sector,/retail-facilities-management,KEEP_200,/retail-facilities-management,Registered 200 route — canonical final destination,NO
/retail-fm-lincoln,200,,,location,location,/retail-fm-lincoln,KEEP_200,/retail-fm-lincoln,Registered 200 route — canonical final destination,NO
/rotherham-facilities-management,200,,,location,location,/rotherham-facilities-management,KEEP_200,/rotherham-facilities-management,Registered 200 route — canonical final destination,NO
/safety-critical-emergency-systems,200,,,service,service,/safety-critical-emergency-systems,KEEP_200,/safety-critical-emergency-systems,Registered 200 route — canonical final destination,NO
/security-services,200,,,service,service,/security-services,KEEP_200,/security-services,Registered 200 route — canonical final destination,NO
/service-station-fm,200,,,sector,sector,/service-station-fm,KEEP_200,/service-station-fm,Registered 200 route — canonical final destination,NO
/services,200,,,company,company,/services,KEEP_200,/services,Registered 200 route — canonical final destination,NO
/sheffield-facilities-management,200,,,location,location,/sheffield-facilities-management,KEEP_200,/sheffield-facilities-management,Registered 200 route — canonical final destination,NO
/soft-services,200,,,service,service,/soft-services,KEEP_200,/soft-services,Registered 200 route — canonical final destination,NO
/sport-centre-facilities-management,200,,,sector,sector,/sport-centre-facilities-management,KEEP_200,/sport-centre-facilities-management,Registered 200 route — canonical final destination,NO
/telford-facilities-management,200,,,location,location,/telford-facilities-management,KEEP_200,/telford-facilities-management,Registered 200 route — canonical final destination,NO
/terms-and-conditions,200,,,legal,legal,/terms-and-conditions,KEEP_200,/terms-and-conditions,Registered 200 route — canonical final destination,NO
/tier-one-facilities-management,200,,,sector,sector,/tier-one-facilities-management,KEEP_200,/tier-one-facilities-management,Registered 200 route — canonical final destination,NO
/tierone-facilities-managment,200,,,sector,sector,/tierone-facilities-managment,KEEP_200,/tierone-facilities-managment,Registered 200 route — canonical final destination,NO
/transport-facilities-management,200,,,sector,sector,/transport-facilities-management,KEEP_200,/transport-facilities-management,Registered 200 route — canonical final destination,NO
/vending-supplier,200,,,service,service,/vending-supplier,KEEP_200,/vending-supplier,Registered 200 route — canonical final destination,NO
/warehouse-facilities-management,200,,,sector,sector,/warehouse-facilities-management,KEEP_200,/warehouse-facilities-management,Registered 200 route — canonical final destination,NO
/washroom-management,200,,,service,service,/washroom-management,KEEP_200,/washroom-management,Registered 200 route — canonical final destination,NO
/what-is-facilities-management,200,,,service,service,/what-is-facilities-management,KEEP_200,/what-is-facilities-management,Registered 200 route — canonical final destination,NO
/wigan-facilities-management,200,,,location,location,/wigan-facilities-management,KEEP_200,/wigan-facilities-management,Registered 200 route — canonical final destination,NO
/window-cleaning,200,,,service,service,/window-cleaning,KEEP_200,/window-cleaning,Registered 200 route — canonical final destination,NO
/working-at-heights,200,,,service,service,/working-at-heights,KEEP_200,/working-at-heights,Registered 200 route — canonical final destination,NO
/sectors,200,,,sector,sector,/sectors,KEEP_200,/sectors,Registered 200 route — canonical final destination,NO
/locations,200,,,location,location,/locations,KEEP_200,/locations,Registered 200 route — canonical final destination,NO
/case-studies,200,,,company,company,/case-studies,KEEP_200,/case-studies,Registered 200 route — canonical final destination,NO
/resources,200,,,company,company,/resources,KEEP_200,/resources,Registered 200 route — canonical final destination,NO
/about,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Semantic intent consolidation into protected historic page,NO
/academy,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/academy/drone-inspection-guide,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/academy/fire-safety-compliance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/academy/legionella-water-safety,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/academy/multi-site-fm-management,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/academy/understanding-ppm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/awards,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/building-walk,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: General legacy redirect to homepage,NO
/building-walk/hotel-fm-guest-experience,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/building-walk/industrial-cleaning-before-after,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/building-walk/office-building-fm-walkthrough,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/building-walk/residential-block-fm-issues,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/building-walk/retail-unit-compliance-walkthrough,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Intent-matched: Consolidation of legacy programmatic experiment to homepage,NO
/careers,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/job-board,301_TO_TARGET,/job-board,Semantic intent consolidation into protected historic page,NO
/case-studies/aviation,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/corporate,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/corporate-office-campus-fm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/corporate-office-london,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/engineering,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/healthcare,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/hospitality,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/hotel-fm-transformation,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/industrial-cleaning-restoration,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/industrial-warehouse-sheffield,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/logistics,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/motorway-services-fm-contract,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/pbsa,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/pbsa-estate-manchester,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/residential-estate-management,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/retail,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/retail-complex-birmingham,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/retail-estate-ppm-rollout,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/case-studies/service-stations,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/case-studies,301_TO_TARGET,/case-studies,Consolidation to case studies portfolio hub,NO
/compare,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-call-out-only,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-cbre,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-freelance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-in-house,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-jll,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-mitie,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compare/entirefm-vs-sodexo,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/compliance-diagnostic,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/fire-emergency-systems,301_TO_TARGET,/fire-emergency-systems,Intent-matched: General legacy redirect to homepage,NO
/compliance-pack,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/safety-critical-emergency-systems,301_TO_TARGET,/safety-critical-emergency-systems,Intent-matched: General legacy redirect to homepage,NO
/compliance-risk-diagnostic,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/safety-critical-emergency-systems,301_TO_TARGET,/safety-critical-emergency-systems,Intent-matched: General legacy redirect to homepage,NO
/contact,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/contact-us,301_TO_TARGET,/contact-us,Semantic intent consolidation into protected historic page,NO
/coverage,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Intent-matched: General legacy redirect to homepage,NO
/entirecafm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/esg,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/fm-insights,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/blog,301_TO_TARGET,/blog,Semantic intent consolidation into protected historic page,NO
/fm-insights/hard-fm-vs-soft-fm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/how-often-emergency-lighting-tested,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/how-often-fire-alarms-tested,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-are-rams,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-a-compliance-calendar,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-a-fire-risk-assessment,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-a-ppm-planner,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-a-tm44,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-acop-l8,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-an-asset-register,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-an-eicr,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-f-gas-compliance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-facilities-management,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-hard-fm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-ifm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-lock-out-tag-out,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-ppm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-soft-fm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-statutory-maintenance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/what-is-tfm,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-insights/who-is-the-responsible-person,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-intelligence,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-market-report,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/fm-operations,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/asset-lifecycle,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/business-continuity,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/fm-strategy,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/helpdesk,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/knowledge-base,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/leads,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/mobilisation,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/occupier-experience,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/platform,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/ppm-delivery,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/reactive-maintenance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/report-issue,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/fm-operations/tender-support,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/health-safety,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/safety-critical-emergency-systems,301_TO_TARGET,/safety-critical-emergency-systems,Intent-matched: General legacy redirect to homepage,NO
/innovation,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/concept-evolution,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/dwellant,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/elogbooks,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/mri-qube,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/mycompliance,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/planon,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/integrations/verisae,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/hard-services,301_TO_TARGET,/hard-services,Intent-matched: General legacy redirect to homepage,NO
/leadership,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/facilities-management-team,301_TO_TARGET,/facilities-management-team,Semantic intent consolidation into protected historic page,NO
/link-health,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/locations/birmingham,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/chesterfield,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/derby,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/leeds,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/leicester,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/lincoln,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/liverpool,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/london,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/manchester,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/nottingham,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/locations/sheffield,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/locations,301_TO_TARGET,/locations,Consolidation of legacy nested location to location hub,NO
/marketplace,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/fm-supply-form,301_TO_TARGET,/fm-supply-form,Semantic intent consolidation into protected historic page,NO
/partners,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Legacy partners page → About page (partnerships destination does not exist),NO
/partners/commercial-surveyors,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/partners/construction-developers,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/partners/insurance-brokers,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/partners/property-management,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/about-entire-facilities-management,301_TO_TARGET,/about-entire-facilities-management,Intent-matched: General legacy redirect to homepage,NO
/privacy,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/privacy-policy,301_TO_TARGET,/privacy-policy,Semantic intent consolidation into protected historic page,NO
/request-proposal,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/contact-us,301_TO_TARGET,/contact-us,Intent-matched: General legacy redirect to homepage,NO
/resources/audit-framework,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/compliance-calendar,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/compliance-calendar-2025,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/document-vault,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/eicr-manual,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/electrical-eicr-survival-manual,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/emergency-lighting-checklist,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/emergency-lighting-testing,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/energy-esg,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/engineer-standards,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/facilities-management-checklist-2025,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/fgas-tracker,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/fire-alarm-testing-frequency,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/fire-risk-assessment-guide,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
/resources/fire-risk-guide,UNKNOWN,,,LEGACY_REDIRECT,LEGACY,/resources,301_TO_TARGET,/resources,Intent-matched: General legacy redirect to homepage,NO
