currentPath,currentUrl,migrationDecision,targetDestination,rationale
"/sectors/residential","https://www.entirefm.com/sectors/residential","301_TO_HISTORIC","/residential-facilities-management","Consolidation of /sectors/* to historic root sector page"
"/sectors/residential-pbsa","https://www.entirefm.com/sectors/residential-pbsa","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/retail-hospitality","https://www.entirefm.com/sectors/retail-hospitality","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/retail-service-stations","https://www.entirefm.com/sectors/retail-service-stations","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/venues","https://www.entirefm.com/sectors/venues","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/service-station-fm","https://www.entirefm.com/service-station-fm","KEEP_200","/service-station-fm","Path matches registered 200 route"
"/services","https://www.entirefm.com/services","KEEP_200","/services","Path matches registered 200 route"
"/services/abseil-rail-certification","https://www.entirefm.com/services/abseil-rail-certification","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/access-control","https://www.entirefm.com/services/access-control","301_TO_HISTORIC","/mechanical-electrical/access-control","Semantic intent consolidation into protected historic page"
"/services/access-control-advanced","https://www.entirefm.com/services/access-control-advanced","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/air-filtration-hepa","https://www.entirefm.com/services/air-filtration-hepa","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/anpr-systems","https://www.entirefm.com/services/anpr-systems","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/bms-integration-testing","https://www.entirefm.com/services/bms-integration-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/bmu-cradle-servicing","https://www.entirefm.com/services/bmu-cradle-servicing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/building-fabric","https://www.entirefm.com/services/building-fabric","301_TO_HISTORIC","/building-maintenance","Semantic intent consolidation into protected historic page"
"/services/building-inspections","https://www.entirefm.com/services/building-inspections","301_TO_HISTORIC","/building-inspecting-testing","Semantic intent consolidation into protected historic page"
"/services/car-park-co-monitoring","https://www.entirefm.com/services/car-park-co-monitoring","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/car-park-fume-extraction","https://www.entirefm.com/services/car-park-fume-extraction","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/cctv-maintenance","https://www.entirefm.com/services/cctv-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/commercial-plumbing","https://www.entirefm.com/services/commercial-plumbing","301_TO_HISTORIC","/plumbing-gas","Semantic intent consolidation into protected historic page"
"/services/compressor-maintenance","https://www.entirefm.com/services/compressor-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical-infrastructure","https://www.entirefm.com/services/critical-infrastructure","301_TO_HISTORIC","/safety-critical-emergency-systems","Semantic intent consolidation into protected historic page"
"/services/critical/arc-flash-assessment","https://www.entirefm.com/services/critical/arc-flash-assessment","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/birmingham","https://www.entirefm.com/services/critical/arc-flash-assessment/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/chesterfield","https://www.entirefm.com/services/critical/arc-flash-assessment/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/derby","https://www.entirefm.com/services/critical/arc-flash-assessment/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/leeds","https://www.entirefm.com/services/critical/arc-flash-assessment/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/lincoln","https://www.entirefm.com/services/critical/arc-flash-assessment/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/london","https://www.entirefm.com/services/critical/arc-flash-assessment/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/manchester","https://www.entirefm.com/services/critical/arc-flash-assessment/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/nottingham","https://www.entirefm.com/services/critical/arc-flash-assessment/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/arc-flash-assessment/sheffield","https://www.entirefm.com/services/critical/arc-flash-assessment/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits","https://www.entirefm.com/services/critical/data-room-audits","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/birmingham","https://www.entirefm.com/services/critical/data-room-audits/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/chesterfield","https://www.entirefm.com/services/critical/data-room-audits/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/derby","https://www.entirefm.com/services/critical/data-room-audits/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/leeds","https://www.entirefm.com/services/critical/data-room-audits/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/lincoln","https://www.entirefm.com/services/critical/data-room-audits/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/london","https://www.entirefm.com/services/critical/data-room-audits/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/manchester","https://www.entirefm.com/services/critical/data-room-audits/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/nottingham","https://www.entirefm.com/services/critical/data-room-audits/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/data-room-audits/sheffield","https://www.entirefm.com/services/critical/data-room-audits/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance","https://www.entirefm.com/services/critical/generator-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/birmingham","https://www.entirefm.com/services/critical/generator-maintenance/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/chesterfield","https://www.entirefm.com/services/critical/generator-maintenance/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/derby","https://www.entirefm.com/services/critical/generator-maintenance/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/leeds","https://www.entirefm.com/services/critical/generator-maintenance/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/lincoln","https://www.entirefm.com/services/critical/generator-maintenance/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/london","https://www.entirefm.com/services/critical/generator-maintenance/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/manchester","https://www.entirefm.com/services/critical/generator-maintenance/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/nottingham","https://www.entirefm.com/services/critical/generator-maintenance/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/generator-maintenance/sheffield","https://www.entirefm.com/services/critical/generator-maintenance/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching","https://www.entirefm.com/services/critical/hv-switching","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/birmingham","https://www.entirefm.com/services/critical/hv-switching/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/chesterfield","https://www.entirefm.com/services/critical/hv-switching/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/derby","https://www.entirefm.com/services/critical/hv-switching/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/leeds","https://www.entirefm.com/services/critical/hv-switching/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/lincoln","https://www.entirefm.com/services/critical/hv-switching/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/london","https://www.entirefm.com/services/critical/hv-switching/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/manchester","https://www.entirefm.com/services/critical/hv-switching/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/nottingham","https://www.entirefm.com/services/critical/hv-switching/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/hv-switching/sheffield","https://www.entirefm.com/services/critical/hv-switching/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection","https://www.entirefm.com/services/critical/lightning-protection","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/birmingham","https://www.entirefm.com/services/critical/lightning-protection/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/chesterfield","https://www.entirefm.com/services/critical/lightning-protection/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/derby","https://www.entirefm.com/services/critical/lightning-protection/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/leeds","https://www.entirefm.com/services/critical/lightning-protection/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/lincoln","https://www.entirefm.com/services/critical/lightning-protection/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/london","https://www.entirefm.com/services/critical/lightning-protection/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/manchester","https://www.entirefm.com/services/critical/lightning-protection/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/nottingham","https://www.entirefm.com/services/critical/lightning-protection/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/lightning-protection/sheffield","https://www.entirefm.com/services/critical/lightning-protection/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality","https://www.entirefm.com/services/critical/power-quality","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/birmingham","https://www.entirefm.com/services/critical/power-quality/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/chesterfield","https://www.entirefm.com/services/critical/power-quality/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/derby","https://www.entirefm.com/services/critical/power-quality/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/leeds","https://www.entirefm.com/services/critical/power-quality/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/lincoln","https://www.entirefm.com/services/critical/power-quality/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/london","https://www.entirefm.com/services/critical/power-quality/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/manchester","https://www.entirefm.com/services/critical/power-quality/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/nottingham","https://www.entirefm.com/services/critical/power-quality/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-quality/sheffield","https://www.entirefm.com/services/critical/power-quality/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy","https://www.entirefm.com/services/critical/power-redundancy","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/birmingham","https://www.entirefm.com/services/critical/power-redundancy/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/chesterfield","https://www.entirefm.com/services/critical/power-redundancy/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/derby","https://www.entirefm.com/services/critical/power-redundancy/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/leeds","https://www.entirefm.com/services/critical/power-redundancy/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/lincoln","https://www.entirefm.com/services/critical/power-redundancy/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/london","https://www.entirefm.com/services/critical/power-redundancy/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/manchester","https://www.entirefm.com/services/critical/power-redundancy/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/nottingham","https://www.entirefm.com/services/critical/power-redundancy/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/power-redundancy/sheffield","https://www.entirefm.com/services/critical/power-redundancy/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging","https://www.entirefm.com/services/critical/thermal-imaging","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/birmingham","https://www.entirefm.com/services/critical/thermal-imaging/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/chesterfield","https://www.entirefm.com/services/critical/thermal-imaging/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/derby","https://www.entirefm.com/services/critical/thermal-imaging/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/leeds","https://www.entirefm.com/services/critical/thermal-imaging/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/lincoln","https://www.entirefm.com/services/critical/thermal-imaging/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/london","https://www.entirefm.com/services/critical/thermal-imaging/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/manchester","https://www.entirefm.com/services/critical/thermal-imaging/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/nottingham","https://www.entirefm.com/services/critical/thermal-imaging/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/thermal-imaging/sheffield","https://www.entirefm.com/services/critical/thermal-imaging/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance","https://www.entirefm.com/services/critical/ups-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/birmingham","https://www.entirefm.com/services/critical/ups-maintenance/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/chesterfield","https://www.entirefm.com/services/critical/ups-maintenance/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/derby","https://www.entirefm.com/services/critical/ups-maintenance/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/leeds","https://www.entirefm.com/services/critical/ups-maintenance/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/lincoln","https://www.entirefm.com/services/critical/ups-maintenance/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/london","https://www.entirefm.com/services/critical/ups-maintenance/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/manchester","https://www.entirefm.com/services/critical/ups-maintenance/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/nottingham","https://www.entirefm.com/services/critical/ups-maintenance/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/critical/ups-maintenance/sheffield","https://www.entirefm.com/services/critical/ups-maintenance/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/data-centre-cooling-compliance","https://www.entirefm.com/services/data-centre-cooling-compliance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/dilapidation-compliance","https://www.entirefm.com/services/dilapidation-compliance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/disaster-recovery","https://www.entirefm.com/services/disaster-recovery","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/dock-leveller-maintenance","https://www.entirefm.com/services/dock-leveller-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/drainage-cctv-surveys","https://www.entirefm.com/services/drainage-cctv-surveys","301_TO_HISTORIC","/drainage-services","Semantic intent consolidation into protected historic page"
"/services/drone-inspections","https://www.entirefm.com/services/drone-inspections","301_TO_HISTORIC","/aerial-drone-building-inspection","Semantic intent consolidation into protected historic page"
"/services/dry-riser-testing","https://www.entirefm.com/services/dry-riser-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical","https://www.entirefm.com/services/electrical","301_TO_HISTORIC","/mechanical-electrical","Semantic intent consolidation into protected historic page"
"/services/electrical-compliance","https://www.entirefm.com/services/electrical-compliance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/birmingham","https://www.entirefm.com/services/electrical/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/chesterfield","https://www.entirefm.com/services/electrical/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/derby","https://www.entirefm.com/services/electrical/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/leeds","https://www.entirefm.com/services/electrical/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/lincoln","https://www.entirefm.com/services/electrical/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/london","https://www.entirefm.com/services/electrical/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/manchester","https://www.entirefm.com/services/electrical/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/nottingham","https://www.entirefm.com/services/electrical/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/electrical/sheffield","https://www.entirefm.com/services/electrical/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting","https://www.entirefm.com/services/emergency-lighting","301_TO_HISTORIC","/mechanical-electrical/emergency-light-testing","Semantic intent consolidation into protected historic page"
"/services/emergency-lighting/birmingham","https://www.entirefm.com/services/emergency-lighting/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/chesterfield","https://www.entirefm.com/services/emergency-lighting/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/derby","https://www.entirefm.com/services/emergency-lighting/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/leeds","https://www.entirefm.com/services/emergency-lighting/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/lincoln","https://www.entirefm.com/services/emergency-lighting/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/london","https://www.entirefm.com/services/emergency-lighting/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/manchester","https://www.entirefm.com/services/emergency-lighting/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/nottingham","https://www.entirefm.com/services/emergency-lighting/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-lighting/sheffield","https://www.entirefm.com/services/emergency-lighting/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/emergency-response","https://www.entirefm.com/services/emergency-response","301_TO_HISTORIC","/24-7-fm-support","Semantic intent consolidation into protected historic page"
"/services/emergency-systems","https://www.entirefm.com/services/emergency-systems","301_TO_HISTORIC","/safety-critical-emergency-systems","Semantic intent consolidation into protected historic page"
"/services/energy-audits","https://www.entirefm.com/services/energy-audits","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/energy-optimisation","https://www.entirefm.com/services/energy-optimisation","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/environmental-noise-surveys","https://www.entirefm.com/services/environmental-noise-surveys","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/evacuation-chair-servicing","https://www.entirefm.com/services/evacuation-chair-servicing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire-alarms","https://www.entirefm.com/services/fire-alarms","301_TO_HISTORIC","/fire-emergency-systems","Semantic intent consolidation into protected historic page"
"/services/fire-compartmentation-surveys","https://www.entirefm.com/services/fire-compartmentation-surveys","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire-safety","https://www.entirefm.com/services/fire-safety","301_TO_HISTORIC","/fire-emergency-systems","Semantic intent consolidation into protected historic page"
"/services/fire/birmingham","https://www.entirefm.com/services/fire/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/chesterfield","https://www.entirefm.com/services/fire/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/derby","https://www.entirefm.com/services/fire/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/leeds","https://www.entirefm.com/services/fire/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/lincoln","https://www.entirefm.com/services/fire/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/london","https://www.entirefm.com/services/fire/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/manchester","https://www.entirefm.com/services/fire/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/nottingham","https://www.entirefm.com/services/fire/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fire/sheffield","https://www.entirefm.com/services/fire/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/front-of-house","https://www.entirefm.com/services/front-of-house","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/fume-extraction-lev","https://www.entirefm.com/services/fume-extraction-lev","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas-safety","https://www.entirefm.com/services/gas-safety","301_TO_HISTORIC","/plumbing-gas","Semantic intent consolidation into protected historic page"
"/services/gas/birmingham","https://www.entirefm.com/services/gas/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/chesterfield","https://www.entirefm.com/services/gas/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/derby","https://www.entirefm.com/services/gas/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/leeds","https://www.entirefm.com/services/gas/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/lincoln","https://www.entirefm.com/services/gas/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/london","https://www.entirefm.com/services/gas/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/manchester","https://www.entirefm.com/services/gas/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/nottingham","https://www.entirefm.com/services/gas/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/gas/sheffield","https://www.entirefm.com/services/gas/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/general-maintenance","https://www.entirefm.com/services/general-maintenance","301_TO_HISTORIC","/building-maintenance","Semantic intent consolidation into protected historic page"
"/services/generator-maintenance","https://www.entirefm.com/services/generator-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/grease-trap-maintenance","https://www.entirefm.com/services/grease-trap-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hard-fm","https://www.entirefm.com/services/hard-fm","301_TO_HISTORIC","/hard-services","Semantic intent consolidation into protected historic page"
"/services/hard-services","https://www.entirefm.com/services/hard-services","301_TO_HISTORIC","/hard-services","Consolidation of /services/* subpath to root historic URL"
"/services/hard-services-fm","https://www.entirefm.com/services/hard-services-fm","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/height-safety","https://www.entirefm.com/services/height-safety","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac","https://www.entirefm.com/services/hvac","301_TO_HISTORIC","/hvac-contractor","Semantic intent consolidation into protected historic page"
"/services/hvac-compliance","https://www.entirefm.com/services/hvac-compliance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/birmingham","https://www.entirefm.com/services/hvac/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/chesterfield","https://www.entirefm.com/services/hvac/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/derby","https://www.entirefm.com/services/hvac/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/leeds","https://www.entirefm.com/services/hvac/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/lincoln","https://www.entirefm.com/services/hvac/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/london","https://www.entirefm.com/services/hvac/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/manchester","https://www.entirefm.com/services/hvac/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/nottingham","https://www.entirefm.com/services/hvac/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/hvac/sheffield","https://www.entirefm.com/services/hvac/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/indoor-air-quality-testing","https://www.entirefm.com/services/indoor-air-quality-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/industrial-cleaning","https://www.entirefm.com/services/industrial-cleaning","301_TO_HISTORIC","/industrial-cleaning","Semantic intent consolidation into protected historic page"
"/services/industrial-refrigeration","https://www.entirefm.com/services/industrial-refrigeration","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/interceptor-maintenance","https://www.entirefm.com/services/interceptor-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/leak-detection-repair","https://www.entirefm.com/services/leak-detection-repair","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/lifting-equipment","https://www.entirefm.com/services/lifting-equipment","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/lightning-protection-testing","https://www.entirefm.com/services/lightning-protection-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/load-bank-testing","https://www.entirefm.com/services/load-bank-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/loading-bay-safety-systems","https://www.entirefm.com/services/loading-bay-safety-systems","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/mansafe-testing","https://www.entirefm.com/services/mansafe-testing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/me-services","https://www.entirefm.com/services/me-services","301_TO_HISTORIC","/mechanical-electrical","Semantic intent consolidation into protected historic page"
"/services/mewp-safety-checks","https://www.entirefm.com/services/mewp-safety-checks","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/out-of-hours-support","https://www.entirefm.com/services/out-of-hours-support","301_TO_HISTORIC","/24-7-fm-support","Semantic intent consolidation into protected historic page"
"/services/plant-room-risk-assessments","https://www.entirefm.com/services/plant-room-risk-assessments","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/plumbing","https://www.entirefm.com/services/plumbing","301_TO_HISTORIC","/plumbing-gas","Semantic intent consolidation into protected historic page"
"/services/power-quality-analysis","https://www.entirefm.com/services/power-quality-analysis","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm","https://www.entirefm.com/services/ppm","301_TO_HISTORIC","/ppm","Semantic intent consolidation into protected historic page"
"/services/ppm/birmingham","https://www.entirefm.com/services/ppm/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/chesterfield","https://www.entirefm.com/services/ppm/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/derby","https://www.entirefm.com/services/ppm/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/leeds","https://www.entirefm.com/services/ppm/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
